placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,info
"https://www.google.com/maps/place/Iglesia+Ni+Cristo+-+Taupo,+New+Zealand/@-38.7200813,176.0876079,17z/data=!3m1!4b1!4m6!3m5!1s0x6d6bf0ba1e34f325:0xf3ad5037bd883818!8m2!3d-38.7200813!4d176.0876079!16s%2Fg%2F11g8ycn5gf","Iglesia Ni Cristo - Taupo, New Zealand",,,Church of Christ,"Waiora House Community Hall, 129 Spa Rd, Taupō 3330, New Zealand","73HQ+X2 Taupō, New Zealand",http://iglesianicristo.net/,+64 7 378 9240,,,false,-38.7200625,176.08756250000005,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:01:34.176Z,,,,,,,,,
"https://www.google.com/maps/place/Christ+Church,+Russell/data=!4m7!3m6!1s0x6d0ba56832e8c387:0xb02faae927947f34!8m2!3d-35.2630282!4d174.1234655!16s%2Fg%2F11clgkcx3w!19sChIJh8PoMmilC20RNH-UJ-mqL7A","Christ Church, Russell",4.7,119,Anglican church,"1 Church Street, Russell 0202, New Zealand","P4PF+Q9 Russell, New Zealand",,+64 27 206 0981,Closed today,https://lh5.googleusercontent.com/p/AF1QipO_o5Hu72IaXaB-nivbbAQUEo-gImT2XHwhQyb6=w426-h240-k-no,false,-35.263062500000004,174.12343750000002,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:01:38.637Z,Closed,Closed,Closed,Closed,Closed,10:30 AM–12 PM,Closed,,
https://www.google.com/maps/place/C3+Church/data=!4m7!3m6!1s0x6d0d48e19cfa9713:0xdcb5c830c3ec20ea!8m2!3d-36.9010111!4d174.8126702!16s%2Fg%2F1tdc9_8n!19sChIJE5f6nOFIDW0R6iDswzDItdw,C3 Church,4.6,48,Christian church,"20 Cawley Street, Ellerslie, Auckland 1051, New Zealand","3RX7+H3 Auckland, New Zealand",http://www.c3church.org.nz/,+64 9 579 1716,Open now,https://lh5.googleusercontent.com/p/AF1QipO44GK9lJs6acmGx5uud95C_SJkw8jG31sGk3bM=w426-h240-k-no,true,-36.9010625,174.81268750000004,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:01:43.100Z,8:30 AM–4:30 PM,8:30 AM–4:30 PM,8:30 AM–4:30 PM,8:30 AM–4:30 PM,Closed,"10 AM–12 PM, 6–8 PM",8:30 AM–4:30 PM,,
https://www.google.com/maps/place/Northgate+Baptist+Church/data=!4m7!3m6!1s0x6d0d230b264b94ab:0x9fdc174d4716e5b7!8m2!3d-36.622701!4d174.6680828!16s%2Fg%2F11fzbvskrn!19sChIJq5RLJgsjDW0Rt-UWR00X3J8,Northgate Baptist Church,4.7,20,Church,"6 Hibiscus Coast Highway, Silverdale 0993, New Zealand","9MG9+W6 Silverdale, New Zealand",http://www.northgate.org.nz/,+64 800 400 923,Closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TpFdvxGrDGhOPPR9LzAEZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.8440175&pitch=0&thumbfov=100,true,-36.622687500000005,174.66806249999996,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:01:47.115Z,10 AM–12 PM,10 AM–12 PM,10 AM–12 PM,10 AM–12 PM,Closed,10–11:30 AM,10 AM–12 PM,,
https://www.google.com/maps/place/St+John+The+Baptist+Anglican+Church/data=!4m7!3m6!1s0x6d0bc6ce8a94d897:0xfe25a53a2f8904b9!8m2!3d-35.3165823!4d173.8749961!16s%2Fg%2F1ptygltm9!19sChIJl9iUis7GC20RuQSJLzqlJf4,St John The Baptist Anglican Church,4.3,3,Anglican church,"344 Te Ahu Ahu Road, Waimate North 0472, New Zealand","MVMF+9X Waimate North, New Zealand",https://waimatenorthparish.org.nz/,+64 9 403 7481,,https://lh5.googleusercontent.com/p/AF1QipNaMjLWUWwRCrKYnUSuoYEz7eOf8sAm5dZjkhjY=w408-h306-k-no,false,-35.3165625,173.8749375,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:01:51.165Z,,,,,,,,,
https://www.google.com/maps/place/Church+of+Christ+New+Zealand/data=!4m7!3m6!1s0x6d6dda8be59aa293:0x75126c7c2079416d!8m2!3d-37.7289306!4d176.1302331!16s%2Fg%2F1tff36v1!19sChIJk6Ka5YvabW0RbUF5IHxsEnU,Church of Christ New Zealand,3.5,2,Church,"1400 Cameron Road, Greerton, Tauranga 3112, New Zealand","74CJ+C3 Tauranga, New Zealand",https://church-of-christ.org/cb-profile/userslist/141-new-zealand.html,+64 7 541 0388,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7XByMmXmMKaTAho7_JblQQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.09343&pitch=0&thumbfov=100,false,-37.7289375,176.13018750000003,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:01:55.466Z,,,,,,,,,
https://www.google.com/maps/place/Windsor+Park+Baptist+Church/data=!4m7!3m6!1s0x6d0d3a3044635b7f:0x49344ea09c0d49bf!8m2!3d-36.7393628!4d174.7402604!16s%2Fg%2F1thxwdg0!19sChIJf1tjRDA6DW0Rv0kNnKBONEk,Windsor Park Baptist Church,4.5,100,Baptist church,"550 East Coast Road, Mairangi Bay, Auckland 0732, New Zealand","7P6R+74 Auckland, New Zealand",http://www.windsorpark.org.nz/,+64 9 477 0002,Open now,https://lh5.googleusercontent.com/p/AF1QipMq0fvF3qvIUyNDtn5Du7X_u_cAW8VUfrkhHtG-=w408-h271-k-no,true,-36.739312500000004,174.74031250000002,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:00.357Z,9 AM–3 PM,9 AM–3 PM,9 AM–3 PM,9 AM–3 PM,Closed,9:30–11 AM,9 AM–3 PM,,
"https://www.google.com/maps/place/Baptist+Churches+of+New+Zealand/@-36.904678,174.8087943,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d48de4fa8bf5b:0xb5584486760b6d3!8m2!3d-36.904678!4d174.8087943!16s%2Fg%2F1tgh7rkh",Baptist Churches of New Zealand,,2,Baptist church,"Penrose, Auckland 1061, New Zealand","3RW5+4G Auckland, New Zealand",https://www.baptist.org.nz/,+64 9 526 0333,,,false,-36.9046875,174.80881250000004,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:06.432Z,,,,,,,,,
https://www.google.com/maps/place/St+Pauls+M%C4%81ori+Anglican+Church/data=!4m7!3m6!1s0x6d72f9c85b202045:0xbce741bad2b34ac8!8m2!3d-36.6735526!4d175.550051!16s%2Fg%2F11pz8pn7r2!19sChIJRSAgW8j5cm0RyEqz0rpB57w,St Pauls Māori Anglican Church,4.0,1,Church,"1361 Kennedy Bay Road, Kennedy Bay 3583, New Zealand","8HG2+H2 Kennedy Bay, New Zealand",,+64 22 370 5991,Closed today,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BQm8oy4DqIUfqcDEFlmEFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.69083&pitch=0&thumbfov=100,false,-36.6735625,175.55006250000002,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:10.654Z,Closed,Closed,Closed,Closed,Closed,11 AM–12 PM,Closed,,
https://www.google.com/maps/place/Holy+Trinity/data=!4m7!3m6!1s0x6d0d37c516b0f2a3:0xb88e99559dd81362!8m2!3d-36.8276548!4d174.8028344!16s%2Fg%2F1td8z9fk!19sChIJo_KwFsU3DW0RYhPYnVWZjrg,Holy Trinity,4.6,32,Anglican church,"20 Church Street, Devonport, Auckland 0624, New Zealand","5RC3+W4 Auckland, New Zealand",http://www.holytrinity.gen.nz/,+64 9 445 0378,,https://lh5.googleusercontent.com/p/AF1QipMJLmI16etlrVegEsUeN-ybDLES2_LYAeryKYIV=w408-h330-k-no,false,-36.8276875,174.80281250000002,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:14.892Z,,,,,,,,,
https://www.google.com/maps/place/Minniesdale+Chapel/data=!4m7!3m6!1s0x6d0cfa8659532e15:0x740fa8ba9bd04dc!8m2!3d-36.3140186!4d174.3996421!16s%2Fg%2F11ckkyrndk!19sChIJFS5TWYb6DG0R3AS9qYv6QAc,Minniesdale Chapel,4.7,23,Church,"59 Shegadeen Road, Wharehine 0973, New Zealand","M9PX+9V Wharehine, New Zealand",http://www.minniesdale.com/,+64 210 273 0781,,https://lh5.googleusercontent.com/p/AF1QipNPP9YqsM_N-80XXViWZwSXLuvieXsl0G8gSMCo=w408-h306-k-no,false,-36.314062500000006,174.39968750000003,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:18.857Z,,,,,,,,,
https://www.google.com/maps/place/Gracecity+Church/data=!4m7!3m6!1s0x6d0d49e7d5088e49:0x824d357982545950!8m2!3d-36.8882064!4d174.7942199!16s%2Fg%2F11mhymmvbw!19sChIJSY4I1edJDW0RUFlUgnk1TYI,Gracecity Church,5.0,20,Church,"17 Marewa Road, Greenlane, Auckland 1051, New Zealand","4Q6V+PM Auckland, New Zealand",http://www.gracecity.nz/,+64 9 274 4242,Open now,https://lh5.googleusercontent.com/p/AF1QipNRQGvRgu-NuH5QivvZe9sPu6dtEDwey21Ytkew=w523-h240-k-no,false,-36.8881875,174.79418750000002,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:24.033Z,9 AM–4 PM,9 AM–4 PM,9 AM–4 PM,9 AM–4 PM,Closed,Closed,9 AM–4 PM,,
https://www.google.com/maps/place/Baptist+Churches+Of+New+Zealand/data=!4m7!3m6!1s0x6d0d521a4a2d515f:0xbcbf47e894b30b5c!8m2!3d-37.0296176!4d174.8649024!16s%2Fg%2F1vqmjk77!19sChIJX1EtShpSDW0RXAuzlOhHv7w,Baptist Churches Of New Zealand,4.5,4,Baptist church,"83 Maplesden Drive, Clendon Park, Auckland 2103, New Zealand","XVC7+5X Auckland, New Zealand",https://www.baptist.org.nz/,+64 9 266 0209,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yX8Qzh1utLNL98DLSIINZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.400284&pitch=0&thumbfov=100,false,-37.0295625,174.8649375,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:28.262Z,,,,,,,,,
https://www.google.com/maps/place/The+Church+of+Jesus+Christ+of+Latter-day+Saints/data=!4m7!3m6!1s0x6d0b8e76a2b30aed:0x9e862e434ee48b49!8m2!3d-35.6203356!4d174.0190946!16s%2Fg%2F11b6hzvvzs!19sChIJ7QqzonaOC20RSYvkTkMuhp4,The Church of Jesus Christ of Latter-day Saints,5.0,2,Christian church,"3242 Pipiwai Road, Te Horo, Northland 0478, New Zealand","92H9+VJ Pipiwai, New Zealand",https://local.churchofjesuschrist.org/nz/te-horo/3242-pipiwai-road?y_source=1_MzAwNjIyODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+64 21 854 906,Closed today,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-rlvtbEDQ4E2QCAtiCCWpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.32572&pitch=0&thumbfov=100,true,-35.6203125,174.01906250000002,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:32.250Z,Closed,Closed,Closed,Closed,Closed,10 AM–12 PM,Closed,,
"https://www.google.com/maps/place/St+John+the+Evangelist/@-41.1702337,175.982142,17z/data=!3m1!4b1!4m6!3m5!1s0x6d414ba7faa4f61b:0x62c541e8c0c6c5ed!8m2!3d-41.1702337!4d175.982142!16s%2Fg%2F11c67w61s7",St John the Evangelist,,,Anglican church,"2730 Homewood Road, Homewood 5872, New Zealand","RXHJ+WV Homewood, New Zealand",,,,,false,-41.170187500000004,175.98218749999995,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:38.386Z,,,,,,,,,
https://www.google.com/maps/place/St+John+the+Baptist+Catholic+Church/data=!4m7!3m6!1s0x6d0d480e91cbc425:0x541e68c58463b2ca!8m2!3d-36.855047!4d174.7803969!16s%2Fg%2F11b6yjy5p8!19sChIJJcTLkQ5IDW0RyrJjhMVoHlQ,St John the Baptist Catholic Church,4.8,66,Catholic church,"212 Parnell Road, Parnell, Auckland 1052, New Zealand","4QVJ+X5 Auckland, New Zealand",http://www.parnellcatholic.org.nz/,+64 9 373 3132,Open now,https://lh5.googleusercontent.com/p/AF1QipNkR0cNMjdECkdPoqCq-iImY8QW4sda8v-lN18K=w408-h905-k-no,false,-36.8550625,174.7804375,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:42.789Z,8 AM–8:30 PM,8 AM–8:30 PM,8 AM–8:30 PM,8 AM–8:30 PM,"9–9:30 AM, 5–6 PM","7–8 AM, 9:30–10:30 AM",12:10–12:40 PM,,
https://www.google.com/maps/place/St.+John%27s+Anglican+Church/data=!4m7!3m6!1s0x6d402fb24f197ccf:0x95fe32f5e2cc77c6!8m2!3d-40.0298559!4d175.4762747!16s%2Fg%2F11b6fkcxl9!19sChIJz3wZT7IvQG0RxnfM4vUy_pU,St. John's Anglican Church,4.5,2,Anglican church,"Porewa Road, Marton 4787, New Zealand","XFCG+3G Marton, New Zealand",https://www.anglican.org.nz/,,,https://lh5.googleusercontent.com/p/AF1QipO8dJk8ZY-xoZ0h1PfBK2oZQeZFZgzC0bhYpDVK=w408-h271-k-no,false,-40.0298125,175.4763125,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:47.692Z,,,,,,,,,
https://www.google.com/maps/place/St+Mary%27s+Church/data=!4m7!3m6!1s0x6d64edf857a93caf:0x6361e10afec39b4c!8m2!3d-37.7959417!4d178.4090151!16s%2Fg%2F11g6q30jt6!19sChIJrzypV_jtZG0RTJvD_grhYWM,St Mary's Church,4.7,77,Church,"1889 Te Araroa Road, Tikitiki 4086, New Zealand","6C35+JJ Tikitiki, New Zealand",https://nzhistory.govt.nz/media/photo/tikitiki-church-war-memorial,,,https://lh5.googleusercontent.com/p/AF1QipOACkjG-l8njhQOqORMvRXNGvttwodSkhQXY5q0=w408-h306-k-no,false,-37.7959375,178.4090625,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:51.755Z,,,,,,,,,
https://www.google.com/maps/place/Wellington+Church+of+Christ/data=!4m7!3m6!1s0x6d38b0272ee89093:0xccc210101449d54d!8m2!3d-41.2972941!4d174.7711438!16s%2Fg%2F1v41_ndm!19sChIJk5DoLiewOG0RTdVJFBAQwsw,Wellington Church of Christ,4.7,15,Church of Christ,"95 Webb Street, Mount Cook, Wellington 6011, New Zealand","PQ3C+3F Wellington, New Zealand",http://www.wellingtoncoc.com/,+64 4 384 8284,,https://lh5.googleusercontent.com/p/AF1QipMgY378tNJY1FwqFojhIIpHZ8e8IZfHZ6JL255N=w408-h347-k-no,true,-41.297312500000004,174.7711875,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:02:56.046Z,,,,,,,,,
https://www.google.com/maps/place/Maria+Stavkirke/data=!4m7!3m6!1s0x6d41f987e5ff4d39:0xf6a586869648cb2c!8m2!3d-40.0709959!4d176.2151869!16s%2Fg%2F11gmwm0mzh!19sChIJOU3_5Yf5QW0RLMtIloaGpfY,Maria Stavkirke,,,Christian church,"4237641, 4974, New Zealand","W6H8+J3 Norsewood, New Zealand",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OFA2obPIvGDmpyRozRv_Rw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.4802&pitch=0&thumbfov=100,false,-40.0709375,176.2151875,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:03:00.943Z,,,,,,,,,
https://www.google.com/maps/place/St+John%E2%80%99s+Anglican+Church/data=!4m7!3m6!1s0x6d682fac86cfdb8b:0x25584a02402b853b!8m2!3d-39.8039881!4d176.9845942!16s%2Fg%2F11rgdp423h!19sChIJi9vPhqwvaG0RO4UrQAJKWCU,St John’s Anglican Church,,,Church,"Waimārama 4294, New Zealand","5XWM+CR Waimārama, New Zealand",,,,https://lh5.googleusercontent.com/p/AF1QipNbnYMRYr409m1hKJVZK143ShjMZBXkradNJmqT=w408-h306-k-no,false,-39.8039375,176.98456250000004,"https://www.google.com/maps/search/churches+near+North+Island,+New+Zealand/@-38.4231251,174.681506,7.5z/data=!4m2!2m1!6e1",2023-04-11T00:03:05.900Z,,,,,,,,,
