id,placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,imgUrl,latitude,longitude,query,location,osm_id
11,"https://www.google.com/maps/place/St+Michaels+Anglican+Church,+Ngawha,+Northland./data=!4m7!3m6!1s0x6d0bc15baa543831:0x259171a733f5cbd6!8m2!3d-35.378825!4d173.8559516!16s%2Fg%2F11pvz0s9r3!19sChIJMThUqlvBC20R1sv1M6dxkSU","St Michaels Anglican Church, Ngawha, Northland.",5,1,Anglican church,"5697 State Highway 12, Kaikohe 0472, New Zealand","JVC4+F9 Kaikohe, New Zealand",,,https://lh5.googleusercontent.com/p/AF1QipPJuThZKauOciX4ZHMgcVb6sr9g7FRM6aenCggS=w408-h906-k-no,-35.3788125,173.8559375,"https://www.google.com/maps/search/churches/@-35.3014678,173.5876911,10.5z/data=!4m2!2m1!6e1",,
12,https://www.google.com/maps/place/St+Thomas+Anglican+Church/data=!4m7!3m6!1s0x6d0bbd037e4231e5:0x459addf4060eda4c!8m2!3d-35.3819715!4d174.0671933!16s%2Fg%2F1tf65npx!19sChIJ5TFCfgO9C20RTNoOBvTdmkU,St Thomas Anglican Church,5,3,Anglican church,"29 Church Street, Kawakawa 0210, New Zealand","J398+6V Kawakawa, New Zealand",,+64 9 404 0643,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HTlbG0SQWTwkNGNrALuFKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.09783&pitch=0&thumbfov=100,-35.3819375,174.0671875,"https://www.google.com/maps/search/churches/@-35.3014678,173.5876911,10.5z/data=!4m2!2m1!6e1",,
13,https://www.google.com/maps/place/Saint+James+the+Apostle+Anglican+Church/data=!4m7!3m6!1s0x6d0b82117f39e91b:0x1ae39dc2db493b5!8m2!3d-35.6752591!4d174.2567504!16s%2Fg%2F11c2nknfv9!19sChIJG-k5fxGCC20RtZO0Ldw5rgE,Saint James the Apostle Anglican Church,,,Anglican church,"38 Church Road, Ngararatunua 0185, New Zealand","87F4+VP Ngararatunua, New Zealand",https://www.stjamessharon.com/contact,+64 9 478 1959,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zs2C192BcvhfDJgaaKNAaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.89383&pitch=0&thumbfov=100,-35.6753125,174.2568125,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,
14,https://www.google.com/maps/place/Whangarei+Anglican/data=!4m7!3m6!1s0x6d0b7ec32b6e6a27:0xa2d51189bed09737!8m2!3d-35.7139652!4d174.3230432!16s%2Fg%2F11bwl114dj!19sChIJJ2puK8N-C20RN5fQvokR1aI,Whangarei Anglican,4.1,20,Anglican church,"2 Kamo Road, Regent, Whangārei 0112, New Zealand","78PF+C6 Whangārei, New Zealand",http://www.whangareianglican.org.nz/,+64 9 437 6087,https://lh5.googleusercontent.com/p/AF1QipPUemLixYYwBfe8PjJsnBNqSLLdcwKWlfSYQIiH=w648-h240-k-no,-35.7139375,174.3230625,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,376609104
15,https://www.google.com/maps/place/St+John+The+Evangelist+Church/data=!4m7!3m6!1s0x6d0b802e976a6a95:0xca84c9e91fa03a05!8m2!3d-35.7412869!4d174.2630673!16s%2Fg%2F11hzwbsmgd!19sChIJlWpqly6AC20RBTqgH-nJhMo,St John The Evangelist Church,5,2,Anglican church,"564 State Highway 14, Maunu, Whangārei 0179, New Zealand","7757+F6 Whangārei, New Zealand",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5mhN0LTpU0vuXYNGYRhRPQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=36.22628&pitch=0&thumbfov=100,-35.7413125,174.2630625,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,
16,https://www.google.com/maps/place/St+Stephen%27s+%28Anglican%29+Church/data=!4m7!3m6!1s0x6d0b7deffa9fc021:0x173c74060df63e4d!8m2!3d-35.7719498!4d174.365251!16s%2Fg%2F11fzs56jh6!19sChIJIcCf-u99C20RTT72DQZ0PBc,St Stephen's (Anglican) Church,4.9,10,Anglican church,"88 Church Street, Onerahi, Whangārei 0110, New Zealand","69H8+64 Whangārei, New Zealand",https://aucklandanglican.org.nz/find-a-church/northland/onerahi/st-stephens-onerahi/,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KBlE3tal6u3ebAMaBlszdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.33527&pitch=0&thumbfov=100,-35.7719375,174.3653125,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,388953365
17,https://www.google.com/maps/place/St+Marys+Anglican+Church/data=!4m7!3m6!1s0x6d0c05fe6557259f:0x426c11c2f0ffa151!8m2!3d-35.8425226!4d173.7576869!16s%2Fg%2F11c6_yp5r2!19sChIJnyVXZf4FDG0RUaH_8MIRbEI,St Marys Anglican Church,3.5,2,Anglican church,"Mamaranui 0373, New Zealand","5Q45+X3 Mamaranui, New Zealand",https://www.anglican.org.nz/,,https://lh5.googleusercontent.com/p/AF1QipMCZtkuJBxDoac1Q0r1K_96XLTuuArN4Iw0SZQU=w408-h271-k-no,-35.8425625,173.7576875,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,
18,https://www.google.com/maps/place/All+Saints+Anglican+Church/data=!4m7!3m6!1s0x6d0c7ebfc30774f7:0x46122964a4b7fa1c!8m2!3d-35.8427056!4d174.2059802!16s%2Fg%2F11gf973x75!19sChIJ93QHw79-DG0RHPq3pGQpEkY,All Saints Anglican Church,,,Anglican church,"Maungakaramea 0178, New Zealand","5644+W9 Maungakaramea, New Zealand",https://www.anglican.org.nz/,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aOgtbmQ7DHJK1-Izso9vyg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=129.06372&pitch=0&thumbfov=100,-35.8426875,174.2059375,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,792734999
19,"https://www.google.com/maps/place/Holy+Trinity+Anglican+Church,+Dargaville/data=!4m7!3m6!1s0x6d0c120c6f3c2fcb:0xe66df441ed69ba2e!8m2!3d-35.9391728!4d173.8650103!16s%2Fg%2F1tkn_zq1!19sChIJyy88bwwSDG0RLrpp7UH0beY","Holy Trinity Anglican Church, Dargaville",4.6,9,Anglican church,"58 Hokianga Road, Dargaville 0310, New Zealand","3V68+82 Dargaville, New Zealand",https://www.facebook.com/Northern-Wairoa-Anglicans-100558152249126,+64 9 439 7253,https://lh5.googleusercontent.com/p/AF1QipMnrml36zPSpaVCxs_EcGo0dUZgHVPGeTISKeA4=w408-h305-k-no,-35.9391875,173.8650625,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,
20,https://www.google.com/maps/place/Anglican+Church/data=!4m7!3m6!1s0x6d0c14a68065f2c3:0x9e8484b265e0f149!8m2!3d-36.0270004!4d173.9179688!16s%2Fg%2F1v6qhth4!19sChIJw_JlgKYUDG0RSfHgZbKEhJ4,Anglican Church,5,1,Anglican church,"Te Kōpuru 0391, New Zealand","XWF9+55 Te Kōpuru, New Zealand",https://www.anglican.org.nz/,,https://lh5.googleusercontent.com/p/AF1QipOzClj1x7dZYEGWPMAjIgBD4JLknwZHshkN7B8i=w426-h240-k-no,-36.0270625,173.9179375,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,
21,https://www.google.com/maps/place/St+Peter%27s+Anglican+Church/data=!4m7!3m6!1s0x6d0c15e59b88fe3b:0xb298eac412b8de80!8m2!3d-36.0291176!4d173.9221955!16s%2Fg%2F11s7p40cq0!19sChIJO_6Im-UVDG0RgN64EsTqmLI,St Peter's Anglican Church,4,1,Anglican church,"51 Norton Street, Te Kōpuru 0391, New Zealand","XWCC+9V Te Kōpuru, New Zealand",https://www.facebook.com/Northern-Wairoa-Anglicans-100558152249126,,https://lh5.googleusercontent.com/p/AF1QipOHG00n90XQeGqnZ9blrQi1TxUfcYv_cwgIFfr2=w408-h544-k-no,-36.0290625,173.9221875,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,388977698
22,https://www.google.com/maps/place/St+Francis+in+the+Fields/data=!4m7!3m6!1s0x6d0cc22724bd5925:0xa375b86a9b760c4f!8m2!3d-36.2318339!4d174.6331523!16s%2Fg%2F11dxd40_ln!19sChIJJVm9JCfCDG0RTwx2m2q4daM,St Francis in the Fields,,,Anglican church,"574 School Road, Tomarata 0974, New Zealand","QJ9M+77 Tomarata, New Zealand",,+64 9 423 8250,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IH0orvLgNBqRbKue42p8eg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.0935&pitch=0&thumbfov=100,-36.2318125,174.6331875,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,
23,https://www.google.com/maps/place/All+Saints%27+Church/data=!4m7!3m6!1s0x6d0cef4d2a46f237:0x2dc989b132861e93!8m2!3d-36.2978109!4d174.5220055!16s%2Fg%2F11dxd50zm_!19sChIJN_JGKk3vDG0Rkx6GMrGJyS0,All Saints' Church,3,1,Anglican church,"17 Port Albert Road, Wellsford 0900, New Zealand","PG2C+VR Wellsford, New Zealand",,+64 9 423 8250,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ENg1IeZ0mz4DSBKbQ3zwnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.2464&pitch=0&thumbfov=100,-36.2978125,174.5220625,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,338620185
24,https://www.google.com/maps/place/Christ+Church+%28Anglican%29/data=!4m7!3m6!1s0x6d0cdc20d1dc7a87:0xaaa6e1f28407db3c!8m2!3d-36.4017072!4d174.6645537!16s%2Fg%2F1txy2jdp!19sChIJh3rc0SDcDG0RPNsHhPLhpqo,Christ Church (Anglican),4.8,9,Anglican church,"43 Percy Street, Warkworth 0910, New Zealand","HMX7+8R Warkworth, New Zealand",http://www.warkworthanglican.nz/,+64 9 425 8054,https://lh5.googleusercontent.com/p/AF1QipOaveaW4I0IT93p1UAopTZzJc5XGAs9f7MIGVsS=w408-h306-k-no,-36.4016875,174.6645625,"https://www.google.com/maps/search/churches/@-36.0209969,174.3509469,10.5z/data=!4m2!2m1!6e1",,339279002
25,https://www.google.com/maps/place/St+Barnabas+Anglican+Church/data=!4m7!3m6!1s0x6d0d47ce14d8062d:0x6a8acfc8ce2af2d8!8m2!3d-36.8755004!4d174.7612152!16s%2Fg%2F11bwn75jrb!19sChIJLQbYFM5HDW0R2PIqzsjPimo,St Barnabas Anglican Church,4.6,18,Anglican church,"283 Mount Eden Road, Mount Eden, Auckland 1024, New Zealand","4QF6+QF Auckland, New Zealand",https://www.stbarnabas.nz/,+64 9 631 5906,https://lh5.googleusercontent.com/p/AF1QipMzLAiAHgfk_MKZNNYVQHgPDW5uOP4xDKDF870G=w408-h306-k-no,-36.8755625,174.7611875,"https://www.google.com/maps/search/churches/@-36.9686809,175.072447,10.5z/data=!4m2!2m1!6e1",,336630313
26,https://www.google.com/maps/place/St.+Mary%27s+Anglican+Church/data=!4m7!3m6!1s0x6d0d4a2e2d8d57c5:0x8fde5dbcea26534!8m2!3d-36.8786027!4d174.8667602!16s%2Fg%2F1tfpj_m5!19sChIJxVeNLS5KDW0RNGWiztvl_Qg,St. Mary's Anglican Church,5,4,Anglican church,"132 Taniwha Street, Glen Innes, Auckland 1072, New Zealand","4VC8+HP Auckland, New Zealand",,+64 21 288 1598,https://lh5.googleusercontent.com/p/AF1QipOdD264csJd5QBdxaNfwKJYwrmIUSTdhBa_Bqvs=w426-h240-k-no,-36.8785625,174.8668125,"https://www.google.com/maps/search/churches/@-36.9686809,175.072447,10.5z/data=!4m2!2m1!6e1",,315120383
27,https://www.google.com/maps/place/St+George%27s+Anglican+Church/data=!4m7!3m6!1s0x6d0d4886d53f0f2f:0xc60f972f5f37ff76!8m2!3d-36.8852857!4d174.7788356!16s%2Fg%2F1tgpn6cm!19sChIJLw8_1YZIDW0Rdv83Xy-XD8Y,St George's Anglican Church,4.6,35,Anglican church,"19 Ranfurly Road, Epsom, Auckland 1023, New Zealand","4Q7H+VG Auckland, New Zealand",http://www.stgeorgesepsom.org.nz/,+64 9 520 5652,https://lh5.googleusercontent.com/p/AF1QipOQc2lryTYEHUZqOYbK3kH78_oM3uRr5YiEmMEc=w426-h240-k-no,-36.8853125,174.7788125,"https://www.google.com/maps/search/churches/@-36.9686809,175.072447,10.5z/data=!4m2!2m1!6e1",,296983754
28,https://www.google.com/maps/place/St.+Andrews+Church/data=!4m7!3m6!1s0x6d0d46259df5f6b9:0x21abc51f4985d9b4!8m2!3d-36.8938077!4d174.7660558!16s%2Fg%2F1v75s2jc!19sChIJufb1nSVGDW0RtNmFSR_FqyE,St. Andrews Church,4.5,25,Anglican church,"100 Saint Andrews Road, Epsom, Auckland 1023, New Zealand","4Q48+FC Auckland, New Zealand",https://www.standrewsepsom.org.nz/,+64 9 638 8264,https://lh5.googleusercontent.com/p/AF1QipOqx7QwXx2mbNeNOzZKI_2l9Sx6bMQHhGIlBy0l=w408-h270-k-no,-36.8938125,174.7660625,"https://www.google.com/maps/search/churches/@-36.9686809,175.072447,10.5z/data=!4m2!2m1!6e1",,507747199
29,https://www.google.com/maps/place/Christ+Church/data=!4m7!3m6!1s0x6d0d48e49bc1b297:0xc37003081ea5e927!8m2!3d-36.8964466!4d174.8094567!16s%2Fg%2F1tj339p6!19sChIJl7LBm-RIDW0RJ-mlHggDcMM,Christ Church,4,7,Anglican church,"169 Ladies Mile, Ellerslie, Auckland 1051, New Zealand","4R35+CQ Auckland, New Zealand",http://www.ellerslieanglican.org.nz/,+64 9 579 5279,https://lh5.googleusercontent.com/p/AF1QipN7HnAEmMeg9bzHDHHLCT4MjV34QCg-SvpYTW4n=w408-h544-k-no,-36.8964375,174.8094375,"https://www.google.com/maps/search/churches/@-36.9686809,175.072447,10.5z/data=!4m2!2m1!6e1",,303408228
30,https://www.google.com/maps/place/Church+of+the+Saviour/data=!4m7!3m6!1s0x6d0d441d4e79a149:0xed1cdb619e1a035a!8m2!3d-36.9228006!4d174.7004573!16s%2Fg%2F1tfq9drj!19sChIJSaF5Th1EDW0RWgManmHbHO0,Church of the Saviour,4.7,18,Anglican church,"2 Heaphy Street, Blockhouse Bay, Auckland 0600, New Zealand","3PG2+V5 Auckland, New Zealand",http://www.cots.org.nz/,+64 9 627 8779,https://lh5.googleusercontent.com/p/AF1QipOGAljeC87rooD1BVS8H8xds0JRVGR0z_rppPVs=w426-h240-k-no,-36.9228125,174.7004375,"https://www.google.com/maps/search/churches/@-36.9686809,175.072447,10.5z/data=!4m2!2m1!6e1",,293633410
31,https://www.google.com/maps/place/Selwyn+Church/data=!4m7!3m6!1s0x6d0d4ef0d19fade9:0x46400957b8535eec!8m2!3d-36.9652301!4d174.8276913!16s%2Fg%2F11ncccs7pz!19sChIJ6a2f0fBODW0R7F5TuFcJQEY,Selwyn Church,4.5,4,Anglican church,"330 Massey Road, Māngere East, Auckland 2024, New Zealand","2RMH+W3 Auckland, New Zealand","http://www.auckanglican.org.nz/find-a-church/auckland-south/mangere-east/selwyn-church,-mangere-east",+64 9 270 0314,https://lh5.googleusercontent.com/p/AF1QipNQ_LXffSjWQlN-4bqyrWl3danoF_iizTuv3iil=w408-h544-k-no,-36.9651875,174.8276875,"https://www.google.com/maps/search/churches/@-36.8808572,174.7511572,11.75z/data=!4m2!2m1!6e1",,337769533
32,https://www.google.com/maps/place/Papakura+Anglican+Church/data=!4m7!3m6!1s0x6d72ad2aa8a6bfd1:0xf062877a05a6f34!8m2!3d-37.0605532!4d174.9404546!16s%2Fg%2F1tdpgc_g!19sChIJ0b-mqCqtcm0RNG9aoHcoBg8,Papakura Anglican Church,4.5,22,Anglican church,"105 Great South Road, Papakura, Auckland 2110, New Zealand","WWQR+Q5 Auckland, New Zealand",http://papakuraanglican.org.nz/,+64 9 299 8086,https://lh5.googleusercontent.com/p/AF1QipPK5CCgSiJldHi_sMoOh9VeA9qF8JPzO-3CWlH_=w426-h240-k-no,-37.0605625,174.9404375,"https://www.google.com/maps/search/churches/@-36.9686809,175.072447,10.5z/data=!4m2!2m1!6e1",,319216735
33,https://www.google.com/maps/place/St+Margaret%E2%80%99s+Anglican+Church/data=!4m7!3m6!1s0x6d0d53a4524480a7:0x5a6b0dfeffcd61ab!8m2!3d-37.1000396!4d174.8776987!16s%2Fg%2F11f9wz7z8g!19sChIJp4BEUqRTDW0Rq2HN__4Na1o,St Margaret’s Anglican Church,3,1,Anglican church,"324 Linwood Road, Auckland 2580, New Zealand","VVXH+X3 Auckland, New Zealand",http://www.papakuraanglican.org.nz/,+64 9 299 8086,https://lh5.googleusercontent.com/p/AF1QipNJhKvQQ7ZHcx38WfbgtEhPDuHZ5UkbQoCucEEm=w408-h306-k-no,-37.1000625,174.8776875,"https://www.google.com/maps/search/churches/@-36.9686809,175.072447,10.5z/data=!4m2!2m1!6e1",,356910455
34,https://www.google.com/maps/place/St+Margarets+Anglican+Church/data=!4m7!3m6!1s0x6d6d4502fb9ba44b:0xb5be97a0db99472b!8m2!3d-37.4029496!4d175.14572!16s%2Fg%2F11fxvrxzp_!19sChIJS6Sb-wJFbW0RK0eZ26CXvrU,St Margarets Anglican Church,4.4,5,Anglican church,"3 Waerenga Road, Te Kauwhata 3710, New Zealand","H4WW+R7 Te Kauwhata, New Zealand",https://www.tekauwhataanglican.nz/,+64 7 280 1175,https://lh5.googleusercontent.com/p/AF1QipPejsEXEaUCdlRJb6Dm_h9DfTqJLLK1haLXCrTR=w408-h289-k-no,-37.4029375,175.1456875,"https://www.google.com/maps/search/churches/@-37.636053,174.9889356,10.5z/data=!4m2!2m1!6e1",,533946138
35,https://www.google.com/maps/place/St+Paul%27s+Anglican+Church/data=!4m7!3m6!1s0x6d6d38931c7beed3:0xd4d6b1bbee626502!8m2!3d-37.5569817!4d175.1607508!16s%2Fg%2F1tcv1mrp!19sChIJ0-57HJM4bW0RAmVi7rux1tQ,St Paul's Anglican Church,5,2,Anglican church,"55 William Street, Huntly 3700, New Zealand","C5V6+68 Huntly, New Zealand",https://www.anglican.org.nz/,+64 7 828 7559,https://lh5.googleusercontent.com/p/AF1QipNsXZv7NGXw11wi_UfqHQDEfhKsqricb1M_6ofp=w408-h306-k-no,-37.5569375,175.1608125,"https://www.google.com/maps/search/churches/@-37.636053,174.9889356,10.5z/data=!4m2!2m1!6e1",,327545635
36,https://www.google.com/maps/place/Christ+Church/data=!4m7!3m6!1s0x6d6d39528148b63f:0xf61b851e2698d09!8m2!3d-37.6155381!4d175.1870752!16s%2Fg%2F11c6s4mv3c!19sChIJP7ZIgVI5bW0RCY1p4lG4YQ8,Christ Church,5,2,Anglican church,"1 Te Putu Street, Taupiri 3721, New Zealand","95MP+QR Taupiri, New Zealand",http://www.newzealandstocklibrary.co.nz/detail/2868-Taupiri;Waikato;Maori_Cemetary;Maori_Royal_Cemetery;cemetery;bush;native_forrest.html,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0NLRuY2aBZBJIXHPe-JdUw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.6087&pitch=0&thumbfov=100,-37.6155625,175.1870625,"https://www.google.com/maps/search/churches/@-37.636053,174.9889356,10.5z/data=!4m2!2m1!6e1",,334464979
